# 时间戳(ms),带宽(Mbps)
4638000,0.29
4638100,0.29
4638200,0.29
4638300,0.30
4638400,0.30
4638500,0.30
4638600,0.31
4638700,0.31
4638800,0.31
4638900,0.32
4639000,0.31
4639100,0.31
4639200,0.32
4639300,0.32
4639400,0.33
4639500,0.33
4639600,0.33
4639700,0.34
4639800,0.34
4639900,0.33
4640000,0.34
4640100,0.34
4640200,0.34
4640300,0.35
4640400,0.34
4640500,0.34
4640600,0.35
4640700,0.35
4640800,0.36
4640900,0.36
4641000,0.35
4641100,0.36
4641200,0.36
4641300,0.35
4641400,0.36
4641500,0.36
4641600,0.35
4641700,0.35
4641800,0.36
4641900,0.36
4642000,0.36
4642100,0.35
4642200,0.35
4642300,0.35
4642400,0.35
4642500,0.36
4642600,0.36
4642700,0.35
4642800,0.36
4642900,0.36
4643000,0.36
4643100,0.36
4643200,0.36
4643300,0.37
4643400,0.36
4643500,0.37
4643600,0.37
4643700,0.36
4643800,0.37
4643900,0.37
4644000,0.37
4644100,0.37
4644200,0.37
4644300,0.37
4644400,0.37
4644500,0.38
4644600,0.38
4644700,0.38
4644800,0.38
4644900,0.39
4645000,0.39
4645100,0.38
4645200,0.39
4645300,0.39
4645400,0.38
4645500,0.39
4645600,0.39
4645700,0.39
4645800,0.39
4645900,0.39
4646000,0.39
4646100,0.39
4646200,0.39
4646300,0.39
4646400,0.39
4646500,0.39
4646600,0.39
4646700,0.39
4646800,0.39
4646900,0.40
4647000,0.40
4647100,0.39
4647200,0.40
4647300,0.40
4647400,0.39
4647500,0.40
4647600,0.40
4647700,0.40
4647800,0.40
4647900,0.40
4648000,0.40
4648100,0.40
4648200,0.40
4648300,0.40
4648400,0.40
4648500,0.40
4648600,0.40
4648700,0.40
4648800,0.40
4648900,0.40
4649000,0.40
4649100,0.40
4649200,0.41
4649300,0.40
4649400,0.40
4649500,0.41
4649600,0.40
4649700,0.40
4649800,0.41
4649900,0.40
4650000,0.41
4650100,0.41
4650200,0.40
4650300,0.41
4650400,0.41
4650500,0.40
4650600,0.41
4650700,0.40
4650800,0.40
